"0.11851298","3.3854012","9.194932","20160210_234059"
"0.09816227","3.4081461","9.100361","20160210_234059"
"-0.047884032","3.405752","9.033323","20160210_234059"
"-0.16280572","3.3782187","9.672575","20160210_234059"
"-0.17118542","3.4452562","9.442732","20160210_234059"
"-0.37948096","3.5733461","9.344569","20160210_234059"
"-0.48123455","3.526659","9.457097","20160210_234059"
"-0.29807812","3.4165258","9.660604","20160210_234059"
"-0.24301147","3.357868","9.605537","20160210_234059"
"-0.2669535","3.3279405","9.642648","20160210_234059"
"-0.04070143","3.2848446","9.5971575","20160210_234059"
"-0.061052144","3.3028011","9.378088","20160210_234059"
"-0.10055647","3.3734303","9.412804","20160210_234059"
"-0.046686932","3.2812533","9.416395","20160210_234059"
"0.18914193","3.1304188","9.398438","20160210_234059"
"0.15562311","3.1747115","9.332599","20160210_234059"
"0.16879122","3.122039","9.55047","20160210_234059"
"0.044292733","3.277662","9.61272","20160210_234059"
"-0.10534488","3.3686419","9.485827","20160210_234059"
"0.07062895","3.357868","9.0429","20160210_234059"
"0.108936176","3.2716765","9.228451","20160210_234059"
"0.009576807","3.3554738","9.315839","20160210_234059"
"-0.14963761","3.4691982","9.300277","20160210_234059"
"-0.110133275","3.41892","9.267955","20160210_234059"
"0.061052144","3.345897","9.478644","20160210_234059"
"0.10534488","3.3794158","9.379285","20160210_234059"
"0.076614454","3.3435028","9.087193","20160210_234059"
"-0.1352724","3.3423057","8.84059","20160210_234059"
"-0.21308395","3.2692823","9.0429","20160210_234059"
"-0.19033903","3.0921116","9.52174","20160210_234059"
"-0.14604631","2.8682537","9.67018","20160210_234059"
"-0.33399114","2.7641058","9.473856","20160210_234059"
"-0.044292733","2.885013","9.872491","20160210_234059"
"0.074220255","3.0442274","9.654618","20160210_234059"
"0.4309563","3.1639376","9.849746","20160210_234059"
"0.20231004","2.7485435","9.874885","20160210_234059"
"-0.2705448","3.265691","9.605537","20160210_234059"
"-0.35793316","2.8874073","9.072827","20160210_234059"
"-0.1436521","2.9640217","8.942344","20160210_234059"
"-0.08020575","2.9041667","9.119514","20160210_234100"
"-0.049081136","2.8634653","9.372103","20160210_234100"
"-0.04309563","2.7868507","9.434352","20160210_234100"
"0.04070143","2.731784","9.763555","20160210_234100"
"0.15562311","2.6084828","10.662578","20160210_234100"
"0.050278235","2.4648306","10.41358","20160210_234100"
"-0.034715924","2.4995465","9.526528","20160210_234100"
"-0.044292733","2.5103204","9.390059","20160210_234100"
"0.1412579","2.5845408","9.653421","20160210_234100"
"0.14963761","2.5677812","9.645041","20160210_234100"
"-0.010773907","2.5127146","9.80665","20160210_234100"
"-0.23822308","2.5007436","9.709685","20160210_234100"
"-0.044292733","2.4983494","9.516952","20160210_234100"
"0.034715924","2.566584","9.386468","20160210_234100"
"-0.11971009","2.6192567","9.490616","20160210_234100"
"0.06823475","2.5139117","9.719262","20160210_234100"
"0.23822308","2.3894134","9.726444","20160210_234100"
